game_id,result,llm_color,termination_reason,plies_total,plies_llm,llm_legal_moves,llm_illegal_moves,llm_legal_rate,llm_outcome,llm_points,moves_per_game,structured_history_path,latency_ms_avg,latency_ms_p95,duration_s,config_file,game_index,source,system_key,system_display,prompt_system,run_root
g001,0-1,White,illegal_llm_move,34,17,17,0,1.0,loss,0.0,17.0,runs/4.1-standard/g001/hist_20251111-092106_std_w.json,1350.6666666666667,1719.0,12579.28,4.1-standard.json,0,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g002,0-1,White,illegal_llm_move,12,6,6,0,1.0,loss,0.0,6.0,runs/4.1-standard/g002/hist_20251111-092106_std_w.json,1439.2857142857142,1871.0,12579.28,4.1-standard.json,1,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g003,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g003/hist_20251111-092106_std_w.json,1525.7692307692307,3949.0,12579.29,4.1-standard.json,2,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g004,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-standard/g004/hist_20251111-092106_std_w.json,1275.25,1837.0,12579.29,4.1-standard.json,3,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g005,0-1,White,illegal_llm_move,16,8,8,0,1.0,loss,0.0,8.0,runs/4.1-standard/g005/hist_20251111-092106_std_w.json,1410.6666666666667,2172.0,12579.29,4.1-standard.json,4,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g006,0-1,White,illegal_llm_move,36,18,18,0,1.0,loss,0.0,18.0,runs/4.1-standard/g006/hist_20251111-092106_std_w.json,1261.2105263157894,1471.0,12579.3,4.1-standard.json,5,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g007,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g007/hist_20251111-092106_std_w.json,1580.5454545454545,5208.0,12579.3,4.1-standard.json,6,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g008,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-standard/g008/hist_20251111-092106_std_w.json,1339.125,1747.0,12579.31,4.1-standard.json,7,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g009,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g009/hist_20251111-092106_std_w.json,1363.923076923077,2034.0,12579.31,4.1-standard.json,8,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g010,0-1,White,illegal_llm_move,26,13,13,0,1.0,loss,0.0,13.0,runs/4.1-standard/g010/hist_20251111-092106_std_w.json,1489.7142857142858,5284.0,12579.32,4.1-standard.json,9,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g011,1-0,White,normal_game_end,9,5,5,0,1.0,win,1.0,4.5,runs/4.1-standard/g011/hist_20251111-092106_std_w.json,1064.2,1241.0,12579.32,4.1-standard.json,10,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g012,0-1,White,illegal_llm_move,28,14,14,0,1.0,loss,0.0,14.0,runs/4.1-standard/g012/hist_20251111-092106_std_w.json,1345.2666666666667,2039.0,12579.33,4.1-standard.json,11,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g013,1-0,White,normal_game_end,27,14,14,0,1.0,win,1.0,13.5,runs/4.1-standard/g013/hist_20251111-092106_std_w.json,1251.0714285714287,1402.0,12579.33,4.1-standard.json,12,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g014,0-1,White,illegal_llm_move,16,8,8,0,1.0,loss,0.0,8.0,runs/4.1-standard/g014/hist_20251111-092106_std_w.json,1155.888888888889,1421.0,12579.34,4.1-standard.json,13,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g015,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g015/hist_20251111-092106_std_w.json,1431.5384615384614,2229.0,12579.34,4.1-standard.json,14,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g016,0-1,White,illegal_llm_move,28,14,14,0,1.0,loss,0.0,14.0,runs/4.1-standard/g016/hist_20251111-092106_std_w.json,1232.1333333333334,1841.0,12579.35,4.1-standard.json,15,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g017,0-1,White,illegal_llm_move,18,9,9,0,1.0,loss,0.0,9.0,runs/4.1-standard/g017/hist_20251111-092106_std_w.json,2199.0,10657.0,12579.35,4.1-standard.json,16,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g018,0-1,White,illegal_llm_move,18,9,9,0,1.0,loss,0.0,9.0,runs/4.1-standard/g018/hist_20251111-092106_std_w.json,1183.8,1640.0,12579.36,4.1-standard.json,17,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g019,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g019/hist_20251111-092106_std_w.json,1353.6923076923076,2502.0,12579.36,4.1-standard.json,18,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g020,0-1,White,illegal_llm_move,36,18,18,0,1.0,loss,0.0,18.0,runs/4.1-standard/g020/hist_20251111-092106_std_w.json,1232.6842105263158,1728.0,12579.37,4.1-standard.json,19,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g021,0-1,White,illegal_llm_move,18,9,9,0,1.0,loss,0.0,9.0,runs/4.1-standard/g021/hist_20251111-092106_std_w.json,1166.4,1382.0,12579.37,4.1-standard.json,20,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g022,0-1,White,illegal_llm_move,12,6,6,0,1.0,loss,0.0,6.0,runs/4.1-standard/g022/hist_20251111-092106_std_w.json,1357.5714285714287,1743.0,12579.38,4.1-standard.json,21,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g023,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g023/hist_20251111-092106_std_w.json,1331.0,1853.0,12579.38,4.1-standard.json,22,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g024,0-1,White,illegal_llm_move,38,19,19,0,1.0,loss,0.0,19.0,runs/4.1-standard/g024/hist_20251111-092106_std_w.json,1238.7,1886.7,12579.39,4.1-standard.json,23,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g025,0-1,White,illegal_llm_move,34,17,17,0,1.0,loss,0.0,17.0,runs/4.1-standard/g025/hist_20251111-092106_std_w.json,1299.9444444444443,2180.0,12579.39,4.1-standard.json,24,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g026,0-1,White,illegal_llm_move,22,11,11,0,1.0,loss,0.0,11.0,runs/4.1-standard/g026/hist_20251111-092106_std_w.json,1608.0,5675.0,12579.4,4.1-standard.json,25,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g027,1-0,White,normal_game_end,7,4,4,0,1.0,win,1.0,3.5,runs/4.1-standard/g027/hist_20251111-092106_std_w.json,1139.5,1297.0,12579.4,4.1-standard.json,26,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g028,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g028/hist_20251111-092106_std_w.json,1454.6363636363637,3090.0,12579.41,4.1-standard.json,27,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g029,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g029/hist_20251111-092106_std_w.json,1182.4545454545455,1399.0,12579.41,4.1-standard.json,28,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g030,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-standard/g030/hist_20251111-092106_std_w.json,1178.875,1650.0,12579.41,4.1-standard.json,29,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g031,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-standard/g031/hist_20251111-092106_std_w.json,1284.375,1535.0,12579.42,4.1-standard.json,30,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g032,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-standard/g032/hist_20251111-092106_std_w.json,1344.625,2243.0,12579.42,4.1-standard.json,31,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g033,1-0,White,normal_game_end,37,19,19,0,1.0,win,1.0,18.5,runs/4.1-standard/g033/hist_20251111-092106_std_w.json,1406.6315789473683,4450.0,12579.42,4.1-standard.json,32,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g034,1-0,White,normal_game_end,15,8,8,0,1.0,win,1.0,7.5,runs/4.1-standard/g034/hist_20251111-092106_std_w.json,1269.75,1426.0,12579.43,4.1-standard.json,33,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g035,0-1,White,illegal_llm_move,30,15,15,0,1.0,loss,0.0,15.0,runs/4.1-standard/g035/hist_20251111-092106_std_w.json,1257.75,1930.0,12579.43,4.1-standard.json,34,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g036,0-1,White,illegal_llm_move,8,4,4,0,1.0,loss,0.0,4.0,runs/4.1-standard/g036/hist_20251111-092106_std_w.json,1543.4,3181.0,12579.44,4.1-standard.json,35,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g037,0-1,White,illegal_llm_move,22,11,11,0,1.0,loss,0.0,11.0,runs/4.1-standard/g037/hist_20251111-092106_std_w.json,1273.75,2060.0,12579.44,4.1-standard.json,36,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g038,0-1,White,illegal_llm_move,36,18,18,0,1.0,loss,0.0,18.0,runs/4.1-standard/g038/hist_20251111-092106_std_w.json,1182.1052631578948,1839.0,12579.45,4.1-standard.json,37,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g039,0-1,White,illegal_llm_move,6,3,3,0,1.0,loss,0.0,3.0,runs/4.1-standard/g039/hist_20251111-092106_std_w.json,1330.75,1697.0,12579.45,4.1-standard.json,38,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g040,0-1,White,illegal_llm_move,22,11,11,0,1.0,loss,0.0,11.0,runs/4.1-standard/g040/hist_20251111-092106_std_w.json,1297.0833333333333,1589.0,12579.45,4.1-standard.json,39,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g041,0-1,White,illegal_llm_move,36,18,18,0,1.0,loss,0.0,18.0,runs/4.1-standard/g041/hist_20251111-092106_std_w.json,1227.3157894736842,1659.0,12579.46,4.1-standard.json,40,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g042,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g042/hist_20251111-092106_std_w.json,1442.3636363636363,2392.0,12579.46,4.1-standard.json,41,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g043,0-1,White,illegal_llm_move,16,8,8,0,1.0,loss,0.0,8.0,runs/4.1-standard/g043/hist_20251111-092106_std_w.json,1295.5555555555557,1665.0,12579.47,4.1-standard.json,42,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g044,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g044/hist_20251111-092106_std_w.json,1207.1818181818182,1454.0,12579.47,4.1-standard.json,43,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g045,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-standard/g045/hist_20251111-092106_std_w.json,1233.3846153846155,1712.0,12579.47,4.1-standard.json,44,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g046,0-1,White,illegal_llm_move,6,3,3,0,1.0,loss,0.0,3.0,runs/4.1-standard/g046/hist_20251111-092106_std_w.json,1290.75,1503.0,12579.48,4.1-standard.json,45,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g047,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-standard/g047/hist_20251111-092106_std_w.json,1182.2727272727273,1357.0,12579.48,4.1-standard.json,46,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g048,0-1,White,illegal_llm_move,36,18,18,0,1.0,loss,0.0,18.0,runs/4.1-standard/g048/hist_20251111-092106_std_w.json,1275.157894736842,2627.0,12579.49,4.1-standard.json,47,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g049,0-1,White,illegal_llm_move,16,8,8,0,1.0,loss,0.0,8.0,runs/4.1-standard/g049/hist_20251111-092106_std_w.json,1258.5555555555557,1843.0,12579.49,4.1-standard.json,48,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g050,1-0,White,normal_game_end,27,14,14,0,1.0,win,1.0,13.5,runs/4.1-standard/g050/hist_20251111-092106_std_w.json,1275.9285714285713,1754.0,12579.5,4.1-standard.json,49,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g051,1-0,Black,illegal_llm_move,31,15,15,0,1.0,loss,0.0,15.5,runs/4.1-standard/g051/hist_20251111-092106_std_b.json,1308.9375,2615.0,12579.51,4.1-standard.json,50,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g052,0-1,Black,normal_game_end,10,5,5,0,1.0,win,1.0,5.0,runs/4.1-standard/g052/hist_20251111-092106_std_b.json,1419.6,2566.0,12579.51,4.1-standard.json,51,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g053,0-1,Black,normal_game_end,6,3,3,0,1.0,win,1.0,3.0,runs/4.1-standard/g053/hist_20251111-092106_std_b.json,1414.6666666666667,1711.0,12579.51,4.1-standard.json,52,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g054,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g054/hist_20251111-092106_std_b.json,1172.1666666666667,1324.0,12579.51,4.1-standard.json,53,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g055,1-0,Black,illegal_llm_move,35,17,17,0,1.0,loss,0.0,17.5,runs/4.1-standard/g055/hist_20251111-092106_std_b.json,1231.0555555555557,1851.0,12579.52,4.1-standard.json,54,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g056,0-1,Black,normal_game_end,6,3,3,0,1.0,win,1.0,3.0,runs/4.1-standard/g056/hist_20251111-092106_std_b.json,1226.3333333333333,1403.0,12579.52,4.1-standard.json,55,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g057,1-0,Black,illegal_llm_move,9,4,4,0,1.0,loss,0.0,4.5,runs/4.1-standard/g057/hist_20251111-092106_std_b.json,1950.6,4894.0,12579.52,4.1-standard.json,56,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g058,1-0,Black,illegal_llm_move,13,6,6,0,1.0,loss,0.0,6.5,runs/4.1-standard/g058/hist_20251111-092106_std_b.json,1141.0,1403.0,12579.53,4.1-standard.json,57,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g059,0-1,Black,normal_game_end,8,4,4,0,1.0,win,1.0,4.0,runs/4.1-standard/g059/hist_20251111-092106_std_b.json,1091.0,1152.0,12579.53,4.1-standard.json,58,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g060,1-0,Black,illegal_llm_move,17,8,8,0,1.0,loss,0.0,8.5,runs/4.1-standard/g060/hist_20251111-092106_std_b.json,1414.2222222222222,1802.0,12579.53,4.1-standard.json,59,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g061,1-0,Black,illegal_llm_move,27,13,13,0,1.0,loss,0.0,13.5,runs/4.1-standard/g061/hist_20251111-092106_std_b.json,1382.142857142857,3201.0,12579.54,4.1-standard.json,60,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g062,0-1,Black,normal_game_end,14,7,7,0,1.0,win,1.0,7.0,runs/4.1-standard/g062/hist_20251111-092106_std_b.json,1191.5714285714287,1330.0,12579.54,4.1-standard.json,61,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g063,1-0,Black,illegal_llm_move,5,2,2,0,1.0,loss,0.0,2.5,runs/4.1-standard/g063/hist_20251111-092106_std_b.json,1388.0,1568.0,12579.54,4.1-standard.json,62,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g064,1-0,Black,illegal_llm_move,19,9,9,0,1.0,loss,0.0,9.5,runs/4.1-standard/g064/hist_20251111-092106_std_b.json,1149.7,1348.0,12579.55,4.1-standard.json,63,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g065,1-0,Black,illegal_llm_move,37,18,18,0,1.0,loss,0.0,18.5,runs/4.1-standard/g065/hist_20251111-092106_std_b.json,1254.5263157894738,1604.0,12579.55,4.1-standard.json,64,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g066,0-1,Black,normal_game_end,26,13,13,0,1.0,win,1.0,13.0,runs/4.1-standard/g066/hist_20251111-092106_std_b.json,1146.923076923077,1277.0,12579.56,4.1-standard.json,65,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g067,0-1,Black,normal_game_end,8,4,4,0,1.0,win,1.0,4.0,runs/4.1-standard/g067/hist_20251111-092106_std_b.json,1236.5,1454.0,12579.56,4.1-standard.json,66,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g068,1-0,Black,illegal_llm_move,13,6,6,0,1.0,loss,0.0,6.5,runs/4.1-standard/g068/hist_20251111-092106_std_b.json,1308.142857142857,1595.0,12579.56,4.1-standard.json,67,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g069,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g069/hist_20251111-092106_std_b.json,1224.3333333333333,1539.0,12579.56,4.1-standard.json,68,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g070,1-0,Black,illegal_llm_move,13,6,6,0,1.0,loss,0.0,6.5,runs/4.1-standard/g070/hist_20251111-092106_std_b.json,1101.7142857142858,1265.0,12579.57,4.1-standard.json,69,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g071,0-1,Black,normal_game_end,14,7,7,0,1.0,win,1.0,7.0,runs/4.1-standard/g071/hist_20251111-092106_std_b.json,1151.857142857143,1329.0,12579.57,4.1-standard.json,70,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g072,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g072/hist_20251111-092106_std_b.json,1205.5,1550.0,12579.57,4.1-standard.json,71,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g073,0-1,Black,normal_game_end,34,17,17,0,1.0,win,1.0,17.0,runs/4.1-standard/g073/hist_20251111-092106_std_b.json,1383.7058823529412,3922.0,12579.58,4.1-standard.json,72,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g074,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g074/hist_20251111-092106_std_b.json,1200.1666666666667,1424.0,12579.58,4.1-standard.json,73,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g075,1-0,Black,illegal_llm_move,23,11,11,0,1.0,loss,0.0,11.5,runs/4.1-standard/g075/hist_20251111-092106_std_b.json,1379.5,2046.0,12579.58,4.1-standard.json,74,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g076,1-0,Black,illegal_llm_move,31,15,15,0,1.0,loss,0.0,15.5,runs/4.1-standard/g076/hist_20251111-092106_std_b.json,1228.875,1466.0,12579.59,4.1-standard.json,75,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g077,1-0,Black,illegal_llm_move,7,3,3,0,1.0,loss,0.0,3.5,runs/4.1-standard/g077/hist_20251111-092106_std_b.json,1183.5,1331.0,12579.59,4.1-standard.json,76,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g078,1-0,Black,illegal_llm_move,27,13,13,0,1.0,loss,0.0,13.5,runs/4.1-standard/g078/hist_20251111-092106_std_b.json,1216.7142857142858,2030.0,12579.6,4.1-standard.json,77,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g079,1-0,Black,illegal_llm_move,15,7,7,0,1.0,loss,0.0,7.5,runs/4.1-standard/g079/hist_20251111-092106_std_b.json,1188.375,1357.0,12579.6,4.1-standard.json,78,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g080,1-0,Black,illegal_llm_move,39,19,19,0,1.0,loss,0.0,19.5,runs/4.1-standard/g080/hist_20251111-092106_std_b.json,1634.3,7516.3,12579.6,4.1-standard.json,79,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g081,1-0,Black,illegal_llm_move,23,11,11,0,1.0,loss,0.0,11.5,runs/4.1-standard/g081/hist_20251111-092106_std_b.json,1313.3333333333333,1679.0,12579.61,4.1-standard.json,80,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g082,1-0,Black,illegal_llm_move,23,11,11,0,1.0,loss,0.0,11.5,runs/4.1-standard/g082/hist_20251111-092106_std_b.json,1252.8333333333333,2145.0,12579.61,4.1-standard.json,81,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g083,1-0,Black,illegal_llm_move,17,8,8,0,1.0,loss,0.0,8.5,runs/4.1-standard/g083/hist_20251111-092106_std_b.json,1083.888888888889,1236.0,12579.62,4.1-standard.json,82,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g084,1-0,Black,illegal_llm_move,7,3,3,0,1.0,loss,0.0,3.5,runs/4.1-standard/g084/hist_20251111-092106_std_b.json,1126.25,1242.0,12579.62,4.1-standard.json,83,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g085,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g085/hist_20251111-092106_std_b.json,1211.1666666666667,1507.0,12579.62,4.1-standard.json,84,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g086,1-0,Black,illegal_llm_move,9,4,4,0,1.0,loss,0.0,4.5,runs/4.1-standard/g086/hist_20251111-092106_std_b.json,1185.6,1350.0,12579.63,4.1-standard.json,85,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g087,1-0,Black,illegal_llm_move,17,8,8,0,1.0,loss,0.0,8.5,runs/4.1-standard/g087/hist_20251111-092106_std_b.json,1265.111111111111,1633.0,12579.63,4.1-standard.json,86,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g088,0-1,Black,normal_game_end,26,13,13,0,1.0,win,1.0,13.0,runs/4.1-standard/g088/hist_20251111-092106_std_b.json,1203.6153846153845,1840.0,12579.63,4.1-standard.json,87,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g089,1-0,Black,illegal_llm_move,23,11,11,0,1.0,loss,0.0,11.5,runs/4.1-standard/g089/hist_20251111-092106_std_b.json,1223.5,2027.0,12579.64,4.1-standard.json,88,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g090,1-0,Black,illegal_llm_move,19,9,9,0,1.0,loss,0.0,9.5,runs/4.1-standard/g090/hist_20251111-092106_std_b.json,1327.1,1738.0,12579.64,4.1-standard.json,89,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g091,1-0,Black,illegal_llm_move,21,10,10,0,1.0,loss,0.0,10.5,runs/4.1-standard/g091/hist_20251111-092106_std_b.json,1257.2727272727273,1589.0,12579.64,4.1-standard.json,90,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
